Term,Date,Value
Digital skills training,7/1/2011,0
Digital skills training,8/1/2011,0
Digital skills training,9/1/2011,0
Digital skills training,10/1/2011,0
Digital skills training,11/1/2011,0
Digital skills training,12/1/2011,0
Digital skills training,1/1/2012,0
Digital skills training,2/1/2012,0
Digital skills training,3/1/2012,0
Digital skills training,4/1/2012,0
Digital skills training,5/1/2012,0
Digital skills training,6/1/2012,0
Digital skills training,7/1/2012,0
Digital skills training,8/1/2012,0
Digital skills training,9/1/2012,0
Digital skills training,10/1/2012,0
Digital skills training,11/1/2012,0
Digital skills training,12/1/2012,0
Digital skills training,1/1/2013,0
Digital skills training,2/1/2013,0
Digital skills training,3/1/2013,0
Digital skills training,4/1/2013,0
Digital skills training,5/1/2013,0
Digital skills training,6/1/2013,0
Digital skills training,7/1/2013,0
Digital skills training,8/1/2013,0
Digital skills training,9/1/2013,0
Digital skills training,10/1/2013,0
Digital skills training,11/1/2013,0
Digital skills training,12/1/2013,0
Digital skills training,1/1/2014,0
Digital skills training,2/1/2014,0
Digital skills training,3/1/2014,0
Digital skills training,4/1/2014,0
Digital skills training,5/1/2014,0
Digital skills training,6/1/2014,0
Digital skills training,7/1/2014,0
Digital skills training,8/1/2014,0
Digital skills training,9/1/2014,0
Digital skills training,10/1/2014,0
Digital skills training,11/1/2014,0
Digital skills training,12/1/2014,0
Digital skills training,1/1/2015,0
Digital skills training,2/1/2015,0
Digital skills training,3/1/2015,0
Digital skills training,4/1/2015,0
Digital skills training,5/1/2015,0
Digital skills training,6/1/2015,0
Digital skills training,7/1/2015,0
Digital skills training,8/1/2015,0
Digital skills training,9/1/2015,0
Digital skills training,10/1/2015,0
Digital skills training,11/1/2015,0
Digital skills training,12/1/2015,0
Digital skills training,1/1/2016,0
Digital skills training,2/1/2016,0
Digital skills training,3/1/2016,0
Digital skills training,4/1/2016,0
Digital skills training,5/1/2016,0
Digital skills training,6/1/2016,0
Digital skills training,7/1/2016,0
Digital skills training,8/1/2016,0.4241136901732166
Digital skills training,9/1/2016,0
Digital skills training,10/1/2016,0
Digital skills training,11/1/2016,0
Digital skills training,12/1/2016,0
Digital skills training,1/1/2017,0
Digital skills training,2/1/2017,0
Digital skills training,3/1/2017,0
Digital skills training,4/1/2017,0
Digital skills training,5/1/2017,0
Digital skills training,6/1/2017,0
Digital skills training,7/1/2017,0
Digital skills training,8/1/2017,0
Digital skills training,9/1/2017,0
Digital skills training,10/1/2017,0
Digital skills training,11/1/2017,0
Digital skills training,12/1/2017,0
Digital skills training,1/1/2018,0
Digital skills training,2/1/2018,0
Digital skills training,3/1/2018,0.4004422067832099
Digital skills training,4/1/2018,0
Digital skills training,5/1/2018,0.4611822059840725
Digital skills training,6/1/2018,0
Digital skills training,7/1/2018,0
Digital skills training,8/1/2018,0
Digital skills training,9/1/2018,0
Digital skills training,10/1/2018,0
Digital skills training,11/1/2018,0
Digital skills training,12/1/2018,0
Digital skills training,1/1/2019,0
Digital skills training,2/1/2019,0
Digital skills training,3/1/2019,0
Digital skills training,4/1/2019,0.3625728197903117
Digital skills training,5/1/2019,0
Digital skills training,6/1/2019,0
Digital skills training,7/1/2019,0.6751358651615866
Digital skills training,8/1/2019,0.3600422483901482
Digital skills training,9/1/2019,0
Digital skills training,10/1/2019,0.5289103827354622
Digital skills training,11/1/2019,0
Digital skills training,12/1/2019,0
Digital skills training,1/1/2020,0
Digital skills training,2/1/2020,0
Digital skills training,3/1/2020,0
Digital skills training,4/1/2020,0.3935165343129145
Digital skills training,5/1/2020,0
Digital skills training,6/1/2020,0.30248705082902183
Digital skills training,7/1/2020,0.4513316976791294
Digital skills training,8/1/2020,0
Digital skills training,9/1/2020,0.8640642794775036
Digital skills training,10/1/2020,0
Digital skills training,11/1/2020,0
Digital skills training,12/1/2020,0.3714738407387956
Digital skills training,1/1/2021,0
Digital skills training,2/1/2021,0
Digital skills training,3/1/2021,0
Digital skills training,4/1/2021,0
Digital skills training,5/1/2021,0.3423604115826767
Digital skills training,6/1/2021,0
Digital skills training,7/1/2021,0
Digital skills training,8/1/2021,0
Digital skills training,9/1/2021,0
Digital skills training,10/1/2021,0.49678648725244456
Digital skills training,11/1/2021,0
Digital skills training,12/1/2021,0
Digital skills training,1/1/2022,0
Digital skills training,2/1/2022,0.41407953785748
Digital skills training,3/1/2022,0.6219337404059645
Digital skills training,4/1/2022,0.5470677913377562
Digital skills training,5/1/2022,0.5146506905800938
Digital skills training,6/1/2022,0.5083525503745493
Digital skills training,7/1/2022,0.5522592862879954
Digital skills training,8/1/2022,0.3065368354255117
Digital skills training,9/1/2022,0.43443668480142106
Digital skills training,10/1/2022,0.6289882639522659
Digital skills training,11/1/2022,0.5040353458775122
Digital skills training,12/1/2022,0.3917429045748517
Digital skills training,1/1/2023,0.5269021677794918
Digital skills training,2/1/2023,0.41138059908522084
Digital skills training,3/1/2023,0.5024111182970625
Digital skills training,4/1/2023,0.45664774041550177
Digital skills training,5/1/2023,0.573931276632544
Digital skills training,6/1/2023,0
Digital skills training,7/1/2023,0.44985899666858276
Digital skills training,8/1/2023,0.49595556677325114
Digital skills training,9/1/2023,0.797507909539737
Digital skills training,10/1/2023,0.7121352056889765
Digital skills training,11/1/2023,0.48008923007118104
Digital skills training,12/1/2023,0.41332327704033234
Digital skills training,1/1/2024,0.4322861774296081
Digital skills training,2/1/2024,0.8495750419143469
Digital skills training,3/1/2024,0.7210710829026742
Digital skills training,4/1/2024,0.4403328913102027
Digital skills training,5/1/2024,0.5151450574493509
Digital skills training,6/1/2024,0.5315386368852528
Digital skills training,7/1/2024,0.38582473538208983
Digital skills training,8/1/2024,0.8525729219660251
AI for everyone,1/1/2010,0
AI for everyone,2/1/2010,0
AI for everyone,3/1/2010,0
AI for everyone,4/1/2010,0
AI for everyone,5/1/2010,0
AI for everyone,6/1/2010,0
AI for everyone,7/1/2010,0
AI for everyone,8/1/2010,0
AI for everyone,9/1/2010,0
AI for everyone,10/1/2010,0
AI for everyone,11/1/2010,0
AI for everyone,12/1/2010,0
AI for everyone,1/1/2011,0
AI for everyone,2/1/2011,0
AI for everyone,3/1/2011,0
AI for everyone,4/1/2011,0
AI for everyone,5/1/2011,0
AI for everyone,6/1/2011,0
AI for everyone,7/1/2011,0
AI for everyone,8/1/2011,0
AI for everyone,9/1/2011,0
AI for everyone,10/1/2011,0
AI for everyone,11/1/2011,0
AI for everyone,12/1/2011,0
AI for everyone,1/1/2012,0
